,median_by_zip
347,93918.0
348,52713.0
349,75839.0
350,98011.0
351,126106.0
352,66323.0
353,81330.0
354,71555.0
355,55725.0
356,96134.0
357,113778.0
358,105449.0
359,77781.0
360,120970.0
361,93918.0
362,96134.0
363,105449.0
364,113778.0
365,93380.0
366,66323.0
367,145262.0
368,150301.0
369,73330.0
370,73330.0
371,53836.0
372,53836.0
373,72303.0
374,73330.0
375,150301.0
376,54561.0
377,96134.0
378,92039.0
379,62633.0
380,76961.0
381,137900.0
382,96630.0
383,106468.0
384,113778.0
385,126106.0
386,106545.0
387,82134.0
388,58429.0
389,92938.0
390,53848.0
391,86005.0
392,96630.0
393,102374.0
394,126106.0
395,90588.0
396,86005.0
397,113778.0
398,55725.0
399,82134.0
400,60563.0
401,62842.0
402,92316.0
403,93380.0
404,96134.0
405,77781.0
406,81330.0
407,74144.0
408,61736.0
409,96134.0
410,67793.0
411,71820.0
412,137900.0
413,81694.0
414,60839.0
415,106468.0
416,112308.0
417,53836.0
418,96630.0
419,112308.0
420,81330.0
421,113778.0
422,73330.0
423,82134.0
424,60563.0
425,96134.0
426,66323.0
427,102374.0
428,81694.0
429,82134.0
430,89352.0
431,106468.0
432,81330.0
433,61736.0
434,76961.0
435,113778.0
436,145262.0
437,106468.0
438,92039.0
439,58429.0
440,71555.0
441,71555.0
442,49647.0
443,96134.0
444,49591.0
445,106545.0
446,102025.0
447,81694.0
448,81694.0
449,90588.0
450,81694.0
451,76961.0
452,96134.0
453,113778.0
454,126106.0
455,90588.0
456,106545.0
457,71820.0
458,61736.0
459,89352.0
460,113778.0
461,89352.0
462,67793.0
463,72303.0
464,53836.0
465,98011.0
466,53836.0
467,89352.0
468,49188.0
469,96134.0
470,60839.0
471,145262.0
472,54561.0
473,145262.0
474,145262.0
475,100725.0
476,55725.0
477,92039.0
478,68342.0
479,105449.0
480,113778.0
481,89352.0
482,88940.0
483,90625.0
484,145262.0
485,72303.0
486,113778.0
487,55725.0
488,150301.0
489,102025.0
490,106468.0
491,61736.0
492,89352.0
493,81694.0
494,81694.0
495,103816.0
496,77781.0
497,49591.0
498,77781.0
499,120814.0
500,120814.0
501,92316.0
502,89352.0
503,105449.0
504,61736.0
505,42965.0
506,77170.0
507,90625.0
508,73794.0
509,105449.0
510,106468.0
511,93918.0
512,120970.0
513,53836.0
514,77781.0
515,53836.0
516,52713.0
517,105449.0
518,103816.0
519,93918.0
520,82134.0
521,60839.0
522,53836.0
523,61736.0
524,68342.0
525,102374.0
526,120970.0
527,112308.0
528,54561.0
529,106468.0
530,96134.0
531,74144.0
532,150301.0
533,55845.0
534,71563.0
535,82134.0
536,76961.0
537,81330.0
538,89352.0
539,61736.0
540,66323.0
541,73330.0
542,49591.0
543,150301.0
544,67793.0
545,106468.0
546,113778.0
547,53848.0
548,82134.0
549,49188.0
550,126106.0
551,87486.0
552,75839.0
553,61736.0
554,90588.0
555,93918.0
556,126106.0
557,42965.0
558,106468.0
559,89352.0
560,120814.0
561,74144.0
562,81330.0
563,145262.0
564,88940.0
565,120970.0
566,60839.0
567,49647.0
568,85957.0
569,98011.0
570,96134.0
571,150301.0
572,53143.0
573,60563.0
574,82134.0
575,96134.0
576,45078.0
577,137900.0
578,90588.0
579,72303.0
580,120814.0
581,46250.0
582,77781.0
583,81694.0
584,67793.0
585,93380.0
586,60563.0
587,145262.0
588,96134.0
589,62633.0
590,120970.0
591,62842.0
592,61736.0
593,96134.0
594,60839.0
595,49188.0
596,68342.0
597,93380.0
598,72303.0
599,126106.0
600,120970.0
601,74144.0
602,71563.0
603,106468.0
604,100725.0
605,42965.0
606,81330.0
607,92938.0
608,89352.0
609,90588.0
610,81330.0
611,87486.0
612,100725.0
613,145262.0
614,67793.0
615,54561.0
616,106468.0
617,100725.0
618,93380.0
619,74144.0
620,67793.0
621,77781.0
622,45078.0
623,92316.0
624,53836.0
625,60839.0
626,62633.0
627,92039.0
628,87486.0
629,89352.0
630,62842.0
631,87486.0
632,73330.0
633,90588.0
634,49647.0
635,106468.0
636,45078.0
637,42965.0
638,46250.0
639,77781.0
640,90625.0
641,71555.0
642,90588.0
643,77781.0
644,120814.0
645,96134.0
646,90625.0
647,49647.0
648,55845.0
649,58429.0
650,66323.0
651,137900.0
652,55725.0
653,68342.0
654,120814.0
655,106468.0
656,81694.0
657,49647.0
658,106468.0
659,102374.0
660,93380.0
661,102025.0
662,75839.0
663,54561.0
664,106545.0
665,93918.0
666,53836.0
667,92316.0
668,46250.0
669,49647.0
670,92039.0
671,92039.0
672,113778.0
673,75155.0
674,82134.0
675,81694.0
676,93380.0
677,60839.0
678,90625.0
679,120814.0
680,72303.0
681,120970.0
682,96134.0
683,53848.0
684,92039.0
685,113778.0
686,72303.0
687,120814.0
688,92039.0
689,106545.0
690,61736.0
691,126106.0
692,82134.0
693,92039.0
694,120970.0
695,52713.0
696,150301.0
697,55845.0
698,89352.0
699,102374.0
700,53848.0
701,55725.0
702,88940.0
703,73794.0
704,42965.0
705,55845.0
706,81694.0
707,75839.0
708,93918.0
709,62842.0
710,67793.0
711,71555.0
712,145262.0
713,46250.0
714,76961.0
715,49591.0
716,75839.0
717,54561.0
718,54561.0
719,71563.0
720,96134.0
721,81330.0
722,88940.0
723,106468.0
724,60839.0
725,82134.0
726,55845.0
727,68342.0
728,93918.0
729,137900.0
730,61736.0
731,93380.0
732,96630.0
733,75839.0
734,52713.0
735,82134.0
736,92316.0
737,113778.0
738,49647.0
739,71555.0
740,52713.0
741,92316.0
742,137900.0
743,137900.0
744,92316.0
745,76961.0
746,77781.0
747,90588.0
748,92316.0
749,81694.0
750,75839.0
751,77781.0
752,53143.0
753,120970.0
754,103816.0
755,72303.0
756,113778.0
757,77781.0
758,88940.0
759,55725.0
760,120970.0
761,77781.0
762,96630.0
763,96134.0
764,73330.0
765,145262.0
766,102374.0
767,89352.0
768,92039.0
769,72303.0
770,82134.0
771,73330.0
772,92938.0
773,92316.0
774,113778.0
775,86005.0
776,49188.0
777,60563.0
778,74144.0
779,103816.0
780,93918.0
781,81694.0
782,53836.0
783,81330.0
784,86005.0
785,72303.0
786,92316.0
787,102025.0
788,46250.0
789,53848.0
790,106468.0
791,145262.0
792,113778.0
793,49188.0
794,49188.0
795,53836.0
796,120970.0
797,105449.0
798,120814.0
799,137900.0
800,81330.0
801,113778.0
802,81694.0
803,76961.0
804,68342.0
805,100725.0
806,89352.0
807,113778.0
808,120970.0
809,89352.0
810,86005.0
811,60563.0
812,73330.0
813,150301.0
814,126106.0
815,71563.0
816,100725.0
817,52713.0
818,93918.0
819,62842.0
820,74144.0
821,67793.0
822,87486.0
823,53836.0
824,53836.0
825,55725.0
826,81330.0
827,49188.0
828,86005.0
829,150301.0
830,92039.0
831,82134.0
832,72303.0
833,86005.0
834,71555.0
835,72303.0
836,120970.0
837,120970.0
838,49591.0
839,74144.0
840,49188.0
841,53836.0
842,113778.0
843,62842.0
844,92938.0
845,93918.0
846,49647.0
847,76961.0
848,106468.0
849,72303.0
850,100725.0
851,96134.0
852,90625.0
853,90588.0
854,74144.0
855,93918.0
856,96134.0
857,73330.0
858,102025.0
859,89352.0
860,49188.0
861,92039.0
862,105449.0
863,62633.0
864,74144.0
865,96134.0
866,73330.0
867,100725.0
868,55725.0
869,74144.0
870,62633.0
871,79579.0
872,105449.0
873,145262.0
874,113778.0
875,67793.0
876,76961.0
877,55845.0
878,49188.0
879,92039.0
880,90625.0
881,74144.0
882,49647.0
883,73794.0
884,102374.0
885,60563.0
886,81330.0
887,76961.0
888,106545.0
889,120970.0
890,75155.0
891,89352.0
892,53848.0
893,53848.0
894,79579.0
895,126106.0
896,137900.0
897,105449.0
898,89352.0
899,126106.0
900,137900.0
901,73330.0
902,68342.0
903,82134.0
904,92039.0
905,96134.0
906,67793.0
907,62633.0
908,90625.0
909,45078.0
910,106468.0
911,71555.0
912,53848.0
913,61736.0
914,92039.0
915,77170.0
916,67793.0
917,53848.0
918,82134.0
919,55845.0
920,98011.0
921,42965.0
922,126106.0
923,68342.0
924,105449.0
925,67793.0
926,55725.0
927,53836.0
928,82134.0
929,55725.0
930,81694.0
931,71563.0
932,74144.0
933,92316.0
934,92316.0
935,96134.0
936,75839.0
937,89352.0
938,112308.0
939,77170.0
940,55725.0
941,90625.0
942,54561.0
943,103816.0
944,66323.0
945,72303.0
946,102374.0
947,93380.0
948,113778.0
949,55725.0
950,54561.0
951,105449.0
952,81330.0
953,150301.0
954,68342.0
955,81330.0
956,89352.0
957,92938.0
958,55725.0
959,77781.0
960,145262.0
961,75155.0
962,62842.0
963,137900.0
964,58429.0
965,71555.0
966,145262.0
967,81694.0
968,105449.0
969,77781.0
970,55845.0
971,54561.0
972,100725.0
973,102025.0
974,145262.0
975,67793.0
976,72303.0
977,46250.0
978,73330.0
979,61736.0
980,113778.0
981,120814.0
982,92316.0
983,92938.0
984,92039.0
985,62842.0
986,49188.0
987,68342.0
988,100725.0
989,88940.0
990,92039.0
991,54561.0
992,46250.0
993,58429.0
994,96134.0
995,71555.0
996,49647.0
997,96134.0
998,71555.0
999,49647.0
1000,82134.0
1001,72303.0
1002,54561.0
1003,74144.0
1004,92316.0
1005,120814.0
1006,72303.0
1007,112308.0
1008,81330.0
1009,92316.0
1010,106545.0
1011,79579.0
1012,86005.0
1013,60563.0
1014,60839.0
1015,106468.0
1016,54561.0
1017,49188.0
1018,52713.0
1019,137900.0
1020,96134.0
1021,106468.0
1022,81694.0
1023,68342.0
1024,67793.0
1025,62633.0
1026,53836.0
1027,52713.0
1028,87486.0
1029,92316.0
1030,62633.0
1031,120970.0
1032,71555.0
1033,113778.0
1034,87486.0
1035,58429.0
1036,81330.0
1037,96134.0
1038,150301.0
1039,45078.0
1040,106468.0
1041,92316.0
1042,61736.0
1043,105449.0
1044,120970.0
1045,76961.0
1046,102025.0
1047,113778.0
1048,49647.0
1049,87486.0
1050,90625.0
1051,105449.0
1052,150301.0
1053,92316.0
1054,71563.0
1055,81694.0
1056,87486.0
1057,54561.0
1058,73330.0
1059,89352.0
1060,120970.0
1061,90625.0
1062,102025.0
1063,53836.0
1064,85957.0
1065,61736.0
1066,53143.0
1067,55845.0
1068,150301.0
1069,113778.0
1070,54561.0
1071,113778.0
1072,90625.0
1073,103816.0
1074,49188.0
1075,60839.0
1076,68342.0
1077,87486.0
1078,53836.0
1079,55845.0
1080,60839.0
1081,46250.0
1082,60563.0
1083,66323.0
1084,62633.0
1085,62633.0
1086,49188.0
1087,82134.0
1088,93918.0
1089,106468.0
1090,120970.0
1091,102374.0
1092,90625.0
1093,81694.0
1094,120970.0
1095,74144.0
1096,85957.0
1097,53836.0
1098,73330.0
1099,93918.0
1100,60563.0
1101,68342.0
1102,72303.0
1103,150301.0
1104,79579.0
1105,105449.0
1106,73794.0
1107,53848.0
1108,96134.0
1109,74144.0
1110,46250.0
1111,52713.0
1112,100725.0
1113,86005.0
1114,49188.0
1115,81330.0
1116,96630.0
1117,54561.0
1118,73330.0
1119,74144.0
1120,58429.0
1121,100725.0
1122,93918.0
1123,103816.0
1124,93918.0
1125,53848.0
1126,102025.0
1127,73330.0
1128,73330.0
1129,54561.0
1130,86005.0
1131,60839.0
1132,93918.0
1133,61736.0
1134,75839.0
1135,92316.0
1136,62842.0
1137,96134.0
1138,76961.0
1139,92039.0
1140,62633.0
1141,79579.0
1142,150301.0
1143,82134.0
1144,60839.0
1145,100725.0
1146,75839.0
1147,85957.0
1148,81330.0
1149,106545.0
1150,81694.0
1151,74144.0
1152,102025.0
1153,81330.0
1154,105449.0
1155,60839.0
1156,67793.0
1157,55725.0
1158,89352.0
1159,92039.0
1160,81694.0
1161,81694.0
1163,53836.0
1164,81694.0
1165,72303.0
1166,71820.0
1167,67793.0
1168,49647.0
1169,120970.0
1170,102025.0
1171,120814.0
1172,102374.0
1173,77170.0
1174,106545.0
1175,55725.0
1176,55845.0
1177,92938.0
1178,102025.0
1179,112308.0
1180,100725.0
1181,90625.0
1182,113778.0
1183,53836.0
1184,93918.0
1185,71820.0
1186,53836.0
1187,82134.0
1188,55725.0
1189,42965.0
1190,49188.0
1191,73794.0
1192,92039.0
1193,54561.0
1194,53848.0
1195,98011.0
1196,75839.0
1197,102025.0
1198,89352.0
1199,113778.0
1200,55725.0
1201,55725.0
1202,46250.0
1203,102025.0
1204,85957.0
1205,77781.0
1206,105449.0
1207,75839.0
1208,92039.0
1209,82134.0
1210,87486.0
1211,96134.0
1212,75839.0
1213,76961.0
1214,120814.0
1215,60563.0
1216,71555.0
1217,98011.0
1218,72303.0
1219,76961.0
1220,105449.0
1221,71555.0
1222,55725.0
1223,75839.0
1224,89352.0
1225,67793.0
1226,55725.0
1227,96134.0
1228,81694.0
1229,53143.0
1230,89352.0
1231,45078.0
1232,66323.0
1233,66323.0
1234,52713.0
1235,90588.0
1236,106545.0
1237,68342.0
1238,145262.0
1239,73330.0
1240,106545.0
1241,74144.0
1242,92316.0
1243,98011.0
1244,150301.0
1245,103816.0
1246,120970.0
1247,92316.0
1248,82134.0
1249,73330.0
1250,53836.0
1251,102025.0
1252,72303.0
1253,112308.0
1254,81330.0
1255,49591.0
1256,85957.0
1257,74144.0
1258,106468.0
1259,66323.0
1260,100725.0
1261,55725.0
1262,74144.0
1263,120970.0
1264,93918.0
1265,81330.0
1266,52713.0
1267,92316.0
1268,93918.0
1269,55845.0
1270,102374.0
1271,82134.0
1272,53836.0
1273,62633.0
1274,90588.0
1275,120970.0
1276,103816.0
1277,120814.0
1278,73330.0
1279,106545.0
1280,102374.0
1281,76961.0
1282,90625.0
1283,82134.0
1284,55845.0
1285,82134.0
1286,82134.0
1287,52713.0
1288,82134.0
1289,49188.0
1290,71820.0
1291,92316.0
1292,74144.0
1293,77781.0
1294,126106.0
1295,68342.0
1296,105449.0
1297,89352.0
1298,92039.0
1299,53836.0
1300,89352.0
1301,92938.0
1302,112308.0
1303,120970.0
1304,92938.0
1305,96630.0
1306,46250.0
1307,92039.0
1308,72303.0
1309,89352.0
1310,75839.0
1311,82134.0
1312,93918.0
1314,98011.0
1315,86005.0
1316,74144.0
1317,75155.0
1318,106545.0
1319,81694.0
1320,75839.0
1321,52713.0
1322,96134.0
1323,66323.0
1324,60563.0
1325,92039.0
1326,103816.0
1327,102025.0
1328,105449.0
1329,72303.0
1330,75839.0
1331,61736.0
1332,87486.0
1333,145262.0
1334,62633.0
1335,60563.0
1336,102025.0
1337,82134.0
1338,81694.0
1339,113778.0
1340,81330.0
1341,72303.0
1342,53836.0
1343,85957.0
1344,88940.0
1345,150301.0
1346,53836.0
1347,55725.0
1348,60563.0
1349,82134.0
1350,71820.0
1351,105449.0
1352,68342.0
1353,92039.0
1354,100725.0
1355,145262.0
1356,75839.0
1357,92316.0
1358,87486.0
1359,106468.0
1360,106468.0
1361,106468.0
1362,61736.0
1363,93380.0
1364,81330.0
1365,52713.0
1366,100725.0
1367,81694.0
1368,60839.0
1369,73794.0
1370,62842.0
1371,81330.0
1372,66323.0
1373,75839.0
1374,96134.0
1375,58429.0
1376,92316.0
1377,54561.0
1378,100725.0
1379,89352.0
1380,75839.0
1381,105449.0
1382,92039.0
1383,73330.0
1384,113778.0
1385,66323.0
1386,71555.0
1387,62842.0
1388,145262.0
1389,92039.0
1390,58429.0
1391,92039.0
1392,90588.0
1393,96134.0
1394,150301.0
1395,113778.0
1396,137900.0
1397,120970.0
1398,52713.0
1399,71563.0
1400,53848.0
1401,102025.0
1402,88940.0
1403,76961.0
1404,93918.0
1405,55845.0
1406,61736.0
1407,81330.0
1408,105449.0
1409,113778.0
1410,60839.0
1411,62633.0
1412,105449.0
1413,58429.0
1414,72303.0
1415,75839.0
1416,68342.0
1417,53836.0
1418,60839.0
1419,106545.0
1420,92039.0
1421,87486.0
1422,75839.0
1423,145262.0
1424,71555.0
1425,120814.0
1426,106545.0
1427,89352.0
1428,105449.0
1429,81330.0
1430,53143.0
1431,49647.0
1432,81330.0
1433,49188.0
1434,137900.0
1435,62633.0
1436,105449.0
1437,81694.0
1438,86005.0
1439,52713.0
1440,81330.0
1441,113778.0
1442,79579.0
1443,75839.0
1444,106468.0
1445,61736.0
1447,89352.0
1448,53836.0
1449,53836.0
1450,55845.0
1451,73330.0
1452,145262.0
1453,96630.0
1454,92316.0
1455,62633.0
1456,92316.0
1457,106468.0
1458,85957.0
1459,92316.0
1460,49591.0
1461,81330.0
1462,100725.0
1463,100725.0
1464,54561.0
1465,90625.0
1466,53836.0
1467,92316.0
1468,66323.0
1469,126106.0
1470,102025.0
1471,81330.0
1472,46250.0
1473,79579.0
1474,81694.0
1475,145262.0
1476,46250.0
1477,55725.0
1478,106468.0
1479,120970.0
1480,98011.0
1481,145262.0
1482,71820.0
1483,58429.0
1484,72303.0
1485,145262.0
1486,106468.0
1487,102025.0
1488,93918.0
1489,68342.0
1490,76961.0
1491,105449.0
1492,79579.0
1493,90588.0
1494,72303.0
1495,62633.0
1496,77781.0
1497,73330.0
1498,67793.0
1499,52713.0
1500,61736.0
1501,60839.0
1502,92938.0
1503,72303.0
1504,73794.0
1505,71555.0
1506,93918.0
1507,89352.0
1508,74144.0
1509,82134.0
1510,76961.0
1511,55725.0
1512,93380.0
1513,145262.0
1514,89352.0
1515,150301.0
1516,53143.0
1517,120970.0
1518,89352.0
1519,75155.0
1520,89352.0
1521,55845.0
1522,81694.0
1523,106468.0
1524,81694.0
1525,79579.0
1526,86005.0
1527,100725.0
1528,137900.0
1529,87486.0
1530,53848.0
1531,102374.0
1532,92316.0
1533,93918.0
1534,92039.0
1535,113778.0
1536,93918.0
1537,88940.0
1538,53836.0
1539,58429.0
1540,77170.0
1541,105449.0
1542,113778.0
1543,71555.0
1544,82134.0
1545,81694.0
1546,82134.0
1547,49647.0
1548,71555.0
1549,46250.0
1550,67793.0
1551,82134.0
1552,126106.0
1553,81694.0
1554,96134.0
1555,120814.0
1556,137900.0
1557,90625.0
1558,81330.0
1559,81694.0
1560,82134.0
1561,55725.0
1562,92316.0
1563,106545.0
1564,72303.0
1565,96134.0
1566,106468.0
1567,150301.0
1568,120814.0
1569,55845.0
1570,105449.0
1571,81694.0
1572,74144.0
1573,145262.0
1574,55845.0
1575,55845.0
1576,81330.0
1577,68342.0
1578,53143.0
1579,53848.0
1580,106545.0
1581,87486.0
1582,102374.0
1583,49188.0
1584,120970.0
1585,90625.0
1586,92938.0
1587,75839.0
1588,150301.0
1589,92039.0
1590,93380.0
1591,62633.0
1592,92039.0
1593,126106.0
1594,55725.0
1595,96630.0
1596,79579.0
1597,77781.0
1598,71563.0
1599,103816.0
1600,126106.0
1601,113778.0
1602,45078.0
1603,49647.0
1604,102025.0
1605,74144.0
1606,60839.0
1607,49591.0
1608,77781.0
1609,93380.0
1610,93380.0
1611,150301.0
1612,55725.0
1613,52713.0
1614,60563.0
1615,90625.0
1616,54561.0
1617,68342.0
1618,71563.0
1619,49591.0
1620,89352.0
1621,75839.0
1622,93380.0
1623,61736.0
1624,103816.0
1625,103816.0
1626,103816.0
1627,53836.0
1628,82134.0
1629,145262.0
1630,106545.0
1631,61736.0
1632,55725.0
1633,81694.0
1634,49188.0
1635,106468.0
1636,75839.0
1637,55725.0
1638,86005.0
1639,88940.0
1640,81694.0
1641,61736.0
1642,71555.0
1643,87486.0
1644,89352.0
1645,77781.0
1646,58429.0
1647,92039.0
1648,93918.0
1649,42965.0
1650,49188.0
1651,98011.0
1652,71555.0
1653,90588.0
1654,55845.0
1655,53143.0
1656,72303.0
1657,62633.0
1658,60563.0
1659,93918.0
1660,145262.0
1661,120970.0
1662,68342.0
1663,77781.0
1664,52713.0
1665,55725.0
1666,85957.0
1667,53848.0
1668,81330.0
1669,53836.0
1670,82134.0
1671,52713.0
1672,81330.0
1673,45078.0
1674,62633.0
1675,62842.0
1676,55725.0
1677,55725.0
1678,137900.0
1679,126106.0
1680,75839.0
1681,90588.0
1682,88940.0
1683,81694.0
1684,75839.0
1685,105449.0
1686,71820.0
1687,77170.0
1688,90588.0
1689,71555.0
1690,137900.0
1691,81694.0
1692,54561.0
1693,71563.0
1694,89352.0
1695,150301.0
1696,81694.0
1697,90625.0
1698,96134.0
1699,103816.0
1700,89352.0
1701,74144.0
1702,81694.0
1703,46250.0
1704,75155.0
1705,75839.0
1706,71555.0
1707,96630.0
1708,66323.0
1709,72303.0
1710,53836.0
1711,67793.0
1712,92039.0
1713,96134.0
1714,60563.0
1715,90625.0
1716,92938.0
1717,62842.0
1718,126106.0
1719,76961.0
1720,73330.0
1721,93918.0
1722,73330.0
1723,96134.0
1724,72303.0
1725,96134.0
1726,61736.0
1727,92316.0
1728,126106.0
1729,53143.0
1730,102374.0
1731,150301.0
1732,77781.0
1733,53848.0
1734,93918.0
1735,71555.0
1736,60563.0
1737,137900.0
1738,93918.0
1739,89352.0
1740,73330.0
1741,102025.0
1742,81330.0
1743,106545.0
1744,100725.0
1745,62842.0
1746,77781.0
1747,75839.0
1748,93918.0
1749,49647.0
1750,58429.0
1751,87486.0
1752,102025.0
1753,58429.0
1754,150301.0
1755,61736.0
1756,145262.0
1757,75839.0
1758,55725.0
1759,53143.0
1760,113778.0
1761,126106.0
1762,137900.0
1763,82134.0
1764,81330.0
1765,75839.0
1766,85957.0
1767,60839.0
1768,105449.0
1769,53848.0
1770,81694.0
1771,72303.0
1772,96630.0
1773,98011.0
1774,82134.0
1775,67793.0
1776,105449.0
1777,53836.0
1778,81330.0
1779,106545.0
1780,71563.0
1781,92938.0
1782,145262.0
1783,72303.0
1784,68342.0
1785,87486.0
1786,58429.0
1787,75839.0
1788,82134.0
1789,113778.0
1790,71563.0
1791,71555.0
1792,73794.0
1793,98011.0
1794,106468.0
1795,60839.0
1796,92938.0
1797,62633.0
1798,71555.0
1799,113778.0
1800,55725.0
1801,93918.0
1802,82134.0
1803,60839.0
1804,100725.0
1805,74144.0
1806,120970.0
1807,81694.0
1808,53836.0
1809,42965.0
1810,76961.0
1811,90588.0
1812,112308.0
1813,100725.0
1814,92039.0
1815,103816.0
1816,102374.0
1817,145262.0
1818,53836.0
1819,137900.0
1820,96630.0
1821,90625.0
1822,60839.0
1823,92316.0
1824,77781.0
1825,61736.0
1826,77781.0
1827,92039.0
1828,90625.0
1829,92316.0
1830,58429.0
1831,53836.0
1832,55845.0
1833,73794.0
1834,96134.0
1835,55845.0
1836,113778.0
1837,74144.0
1838,58429.0
1839,113778.0
1840,92039.0
1841,126106.0
1842,77781.0
1843,82134.0
1844,81330.0
1845,92316.0
1846,87486.0
1847,55845.0
1848,82134.0
1849,66323.0
1850,81694.0
1851,55725.0
1852,75839.0
1853,89352.0
1854,96134.0
1855,113778.0
1856,120970.0
1857,86005.0
1858,88940.0
1859,90625.0
1860,150301.0
1861,77781.0
1862,61736.0
1863,61736.0
1864,105449.0
1865,53836.0
1866,76961.0
1867,102025.0
1868,60563.0
1869,45078.0
1870,77781.0
1871,105449.0
1872,75839.0
1873,76961.0
1874,102025.0
1875,145262.0
