,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,reno,sqft_living_times_grade,condition_div_grade,bathrooms_sq,median_by_zip,Closest_WF
114,480000.0,4,2.5,3230,16171,2.0,0.0,0.0,3,9,2520,710.0,2001,0.0,47.3183,-122.253,2640,0,29070,0.3333333333333333,6.25,71555.0,33.08
115,740500.0,3,3.5,4380,6350,2.0,0.0,0.0,3,8,2780,291.85172397483797,1900,0.0,47.6981,-122.368,1830,0,35040,0.375,12.25,92316.0,6.81
116,518500.0,3,3.5,1590,1102,3.0,0.0,0.0,3,8,1590,0.0,2010,0.0,47.6824,-122.347,1620,0,12720,0.375,12.25,81330.0,5.51
117,205425.0,2,1.0,880,6780,1.0,0.0,0.0,4,6,880,0.0,1945,0.0,47.5009,-122.248,1190,0,5280,0.6666666666666666,1.0,60839.0,12.99
118,171800.0,4,2.0,1570,9600,1.0,0.0,0.0,3,6,1570,0.0,1950,0.0,47.4965,-122.303,1880,0,9420,0.5,4.0,49188.0,15.01
119,535000.0,4,1.0,1610,2982,1.5,0.0,0.0,4,7,1610,0.0,1925,0.0,47.587,-122.294,1610,0,11270,0.5714285714285714,1.0,62633.0,7.36
120,660000.0,3,2.5,2400,6474,1.0,0.0,2.0,3,8,1560,840.0,1964,0.0,47.7728,-122.386,2340,0,19200,0.375,6.25,92938.0,9.95
121,391500.0,3,2.0,1450,9132,1.0,0.0,0.0,3,7,1450,0.0,1987,0.0,47.7288,-122.226,1580,0,10150,0.42857142857142855,4.0,81694.0,10.71
122,395000.0,2,1.0,770,6000,1.0,0.0,0.0,3,6,770,0.0,1953,0.0,47.6999,-122.364,1710,0,4620,0.5,1.0,92316.0,7.04
123,445000.0,4,1.75,2100,4400,1.5,0.0,0.0,5,7,1720,380.0,1924,0.0,47.5299,-122.266,1850,0,14700,0.7142857142857143,3.0625,55725.0,10.43
124,770000.0,3,2.25,2910,10204,2.0,0.0,0.0,3,9,2910,0.0,1990,0.0,47.6897,-122.098,2700,0,26190,0.3333333333333333,5.0625,106468.0,2.59
125,1450000.0,4,2.75,2750,17789,1.5,0.0,0.0,3,8,1980,770.0,1914,1992.0,47.6141,-122.212,3060,1,22000,0.375,7.5625,102374.0,0.58
126,445000.0,3,2.25,2100,8201,1.0,0.0,2.0,3,8,1620,480.0,1967,0.0,47.5091,-122.244,2660,0,16800,0.375,5.0625,60839.0,12.03
127,260000.0,4,2.25,2160,8811,1.0,0.0,0.0,3,8,1360,800.0,1978,0.0,47.3129,-122.39,2090,0,17280,0.375,5.0625,72303.0,36.07
128,822500.0,5,3.5,2320,4960,2.0,0.0,0.0,5,7,1720,600.0,1926,0.0,47.6763,-122.352,1700,0,16240,0.7142857142857143,12.25,81330.0,4.74
129,430000.0,4,2.5,2070,4310,2.0,0.0,0.0,3,7,2070,0.0,2004,0.0,47.5319,-121.85,1970,0,14490,0.42857142857142855,6.25,120814.0,24.04
130,212000.0,3,1.75,1060,7875,1.0,0.0,0.0,4,7,1060,0.0,1986,0.0,47.2761,-122.152,1420,0,7420,0.5714285714285714,3.0625,74144.0,37.77
131,660500.0,4,2.25,2010,9603,1.0,0.0,0.0,3,8,1440,570.0,1986,0.0,47.5343,-122.054,2060,0,16080,0.375,5.0625,102025.0,13.57
132,784000.0,3,3.5,3950,111078,1.5,0.0,0.0,3,9,2460,1490.0,1989,0.0,47.697,-122.072,2480,0,35550,0.3333333333333333,12.25,106468.0,4.02
133,453246.0,3,2.5,2010,2287,2.0,0.0,0.0,3,8,1390,620.0,2014,0.0,47.5517,-121.998,1690,0,16080,0.375,6.25,100725.0,14.92
134,675000.0,4,3.5,2140,2278,3.0,0.0,0.0,3,9,2140,0.0,2005,0.0,47.6734,-122.38,1540,0,19260,0.3333333333333333,12.25,77170.0,4.03
135,199000.0,3,1.75,1320,17390,1.0,0.0,0.0,4,7,1320,0.0,1956,0.0,47.3257,-122.296,1550,0,9240,0.5714285714285714,3.0625,46250.0,32.78
136,220000.0,4,1.75,2020,7840,1.0,0.0,0.0,3,7,1010,1010.0,1968,0.0,47.3309,-122.299,1750,0,14140,0.42857142857142855,3.0625,46250.0,32.27
137,452000.0,4,2.25,2590,10002,1.0,0.0,0.0,4,8,1340,1250.0,1968,0.0,47.7689,-122.266,1550,0,20720,0.5,5.0625,90588.0,5.69
138,382500.0,2,1.0,1190,4440,1.0,0.0,0.0,3,6,1190,0.0,1981,0.0,47.7135,-122.287,1060,0,7140,0.5,1.0,54561.0,10.84
139,519950.0,3,2.25,1170,1249,3.0,0.0,0.0,3,8,1170,0.0,2014,0.0,47.6722,-122.381,1350,0,9360,0.375,5.0625,77170.0,3.91
140,665000.0,2,1.0,1110,3200,1.0,0.0,0.0,3,7,1110,0.0,1925,0.0,47.6338,-122.358,1170,0,7770,0.42857142857142855,1.0,73794.0,1.48
141,527700.0,5,2.5,2820,9375,1.0,0.0,0.0,4,8,1550,1270.0,1968,0.0,47.5707,-122.128,2820,0,22560,0.5,6.25,113778.0,6.81
142,205000.0,3,1.0,1610,8579,1.0,0.0,0.0,4,7,1010,600.0,1962,0.0,47.4563,-122.171,1610,0,11270,0.5714285714285714,1.0,82134.0,17.7
143,420000.0,3,1.0,1060,8097,1.0,0.0,0.0,4,7,940,120.0,1923,0.0,47.7144,-122.351,1560,0,7420,0.5714285714285714,1.0,53836.0,8.81
144,500000.0,4,2.25,2030,8517,1.0,0.0,0.0,4,8,1380,650.0,1961,0.0,47.5495,-122.174,2230,0,16240,0.5,5.0625,113778.0,7.51
145,921500.0,4,2.5,3670,315374,2.0,0.0,0.0,4,9,3670,0.0,1994,0.0,47.7421,-122.026,2840,0,33030,0.4444444444444444,6.25,137900.0,10.1
146,890000.0,4,1.0,2550,4000,2.0,0.0,0.0,3,8,2370,180.0,1905,0.0,47.6354,-122.353,2200,0,20400,0.375,1.0,85957.0,1.82
147,430000.0,2,2.5,2420,60984,2.0,0.0,0.0,3,7,2420,0.0,2007,0.0,47.5262,-121.943,1940,0,16940,0.42857142857142855,6.25,102025.0,19.58
148,258000.0,5,2.0,2260,12500,1.0,0.0,0.0,4,8,1130,1130.0,1960,0.0,47.3887,-122.286,1360,0,18080,0.5,4.0,49591.0,25.79
149,511000.0,3,1.0,1430,3455,1.0,0.0,0.0,3,7,980,450.0,1947,0.0,47.6873,-122.336,1450,0,10010,0.42857142857142855,1.0,81330.0,6.37
150,532170.0,3,2.0,1360,3090,2.0,0.0,0.0,3,8,1360,0.0,1990,0.0,47.6838,-122.353,1500,0,10880,0.375,4.0,81330.0,5.49
151,560000.0,3,1.0,1110,5000,1.5,0.0,0.0,3,7,1110,0.0,1947,0.0,47.655,-122.359,1420,0,7770,0.42857142857142855,1.0,77170.0,2.4
152,282950.0,3,1.0,1250,8200,1.0,0.0,0.0,4,7,1250,0.0,1954,0.0,47.3255,-122.304,1680,0,8750,0.5714285714285714,1.0,46250.0,32.94
153,2250000.0,4,3.25,5180,19850,2.0,0.0,3.0,3,12,3540,1640.0,2006,0.0,47.562,-122.162,3160,0,62160,0.25,10.5625,113778.0,6.48
154,350000.0,1,1.0,700,5100,1.0,0.0,0.0,3,7,700,0.0,1942,0.0,47.679,-122.3,1010,0,4900,0.42857142857142855,1.0,92039.0,7.42
155,215000.0,3,1.0,1180,7669,1.0,0.0,0.0,4,7,1180,0.0,1967,0.0,47.4479,-122.176,1190,0,8260,0.5714285714285714,1.0,82134.0,18.58
156,650000.0,5,3.5,3960,25245,2.0,0.0,0.0,3,9,2500,1460.0,1996,0.0,47.525,-122.172,2640,0,35640,0.3333333333333333,12.25,73330.0,10.18
